pitch_acc,roll_acc,pitch_gyro,roll_gyro,pitch_comp,roll_comp
-2.98,14.03,-13.24,14.39,-10.40,13.92
-4.46,9.30,-13.90,10.95,-11.04,10.48
-3.82,6.24,-14.66,7.56,-11.78,7.09
-4.02,3.62,-15.80,4.33,-12.89,3.86
-5.86,-0.50,-16.34,1.39,-13.41,0.91
-5.58,-5.58,-16.88,-1.69,-13.92,-2.18
-6.19,-4.73,-17.82,-4.84,-14.82,-5.33
-8.26,-11.73,-18.75,-7.48,-15.73,-7.98
-8.29,-15.25,-19.74,-9.98,-16.70,-10.51
-12.23,-15.42,-20.85,-12.56,-17.79,-13.10
-21.03,-17.81,-23.46,-15.25,-20.41,-15.80
-13.39,-23.48,-25.27,-17.68,-22.19,-18.25
-17.69,-22.97,-27.16,-20.23,-24.06,-20.81
-19.37,-26.21,-28.22,-22.56,-25.11,-23.14
-21.25,-29.19,-28.21,-24.06,-25.09,-24.67
-25.55,-27.56,-27.53,-25.39,-24.42,-26.00
-19.04,-30.75,-27.73,-26.67,-24.60,-27.29
-24.36,-32.09,-28.92,-27.89,-25.79,-28.53
-26.62,-35.20,-29.72,-29.35,-26.60,-30.01
-23.09,-36.40,-30.73,-30.54,-27.60,-31.22
-26.63,-36.40,-31.67,-31.75,-28.54,-32.44
-28.50,-36.65,-32.39,-32.89,-29.26,-33.60
-30.11,-40.70,-32.86,-34.22,-29.74,-34.95
-29.72,-41.45,-33.91,-35.32,-30.79,-36.08
-31.38,-41.03,-34.38,-36.18,-31.26,-36.96
-34.29,-43.58,-35.09,-37.00,-31.99,-37.79
-32.58,-43.12,-35.74,-37.54,-32.64,-38.36
-32.57,-43.67,-35.66,-37.79,-32.57,-38.63
-32.94,-44.08,-36.02,-37.96,-32.94,-38.82
-34.85,-42.72,-36.15,-37.97,-33.08,-38.85
-39.02,-44.97,-35.17,-37.68,-32.13,-38.58
-34.39,-44.28,-34.32,-36.97,-31.30,-37.90
-29.01,-41.39,-33.35,-36.42,-30.33,-37.36
-34.31,-40.69,-31.29,-36.24,-28.30,-37.19
-27.55,-46.77,-30.43,-36.17,-27.45,-37.16
-26.45,-40.55,-31.12,-36.64,-28.14,-37.64
-29.06,-42.50,-32.36,-37.35,-29.39,-38.37
-33.55,-44.57,-35.74,-37.75,-32.78,-38.80
-37.64,-43.27,-38.84,-38.00,-35.89,-39.06
-40.94,-44.16,-42.82,-37.66,-39.88,-38.75
-42.51,-43.96,-46.17,-37.26,-43.23,-38.37
-46.67,-45.37,-49.27,-36.71,-46.34,-37.85
-49.69,-49.01,-51.80,-36.05,-48.88,-37.24
-53.49,-48.32,-52.53,-34.91,-49.63,-36.14
-56.21,-48.00,-53.91,-33.36,-51.04,-34.65
-52.52,-43.59,-55.26,-31.66,-52.39,-32.99
-57.95,-46.03,-56.63,-30.13,-53.78,-31.52
-56.71,-43.66,-57.79,-28.59,-54.96,-30.03
-59.17,-41.85,-59.04,-27.17,-56.23,-28.67
-58.03,-43.29,-60.21,-25.92,-57.41,-27.48
-60.68,-42.75,-61.96,-24.82,-59.18,-26.45
-60.01,-39.82,-63.30,-24.00,-60.52,-25.68
-61.43,-39.22,-64.95,-22.79,-62.17,-24.54
-62.10,-36.00,-66.51,-21.69,-63.73,-23.48
-63.02,-36.35,-67.94,-20.48,-65.16,-22.33
-67.50,-38.27,-68.76,-19.54,-65.99,-21.46
-62.83,-33.56,-69.60,-18.65,-66.82,-20.62
-68.35,-34.73,-70.10,-17.75,-67.32,-19.78
-67.70,-33.46,-70.57,-16.46,-67.81,-18.55
-68.25,-32.42,-72.27,-14.91,-69.51,-17.06
-69.17,-30.11,-73.65,-13.26,-70.88,-15.47
-72.36,-27.69,-74.69,-11.45,-71.93,-13.72
-72.79,-28.99,-76.80,-9.56,-74.04,-11.90
-74.93,-22.77,-76.64,-7.85,-73.89,-10.23
-73.02,-17.84,-76.94,-5.72,-74.20,-8.15
-72.73,-11.84,-77.28,-3.52,-74.54,-5.97
-74.10,-10.82,-77.09,-1.62,-74.36,-4.09
-74.10,-5.44,-78.16,0.57,-75.42,-1.92
-73.58,3.39,-79.64,2.60,-76.89,0.13
-75.98,17.68,-80.24,4.31,-77.50,1.90
-77.57,19.66,-80.89,6.26,-78.15,3.91
-78.35,26.03,-81.23,7.93,-78.50,5.67
-79.10,30.18,-81.42,9.24,-78.69,7.06
-76.91,32.32,-81.52,10.47,-78.79,8.39
-78.70,38.84,-81.73,12.01,-79.00,10.04
-78.84,44.92,-80.87,13.43,-78.16,11.60
-79.70,50.38,-79.94,14.93,-77.25,13.25
-77.86,48.09,-78.99,16.29,-76.31,14.74
-77.10,53.19,-77.32,17.36,-74.65,15.97
-75.04,54.24,-76.42,18.65,-73.77,17.40
-74.12,56.02,-75.59,19.93,-72.94,18.83
-74.98,56.88,-73.89,21.01,-71.26,20.06
-72.45,56.48,-71.53,22.05,-68.93,21.23
-67.53,54.44,-69.15,23.02,-66.56,22.34
-66.75,55.35,-67.38,24.12,-64.80,23.57
-67.46,57.50,-65.59,25.18,-63.04,24.76
-63.17,56.67,-63.59,26.16,-61.04,25.85
-61.22,57.30,-61.11,27.19,-58.59,27.01
-60.19,58.07,-58.81,28.42,-56.30,28.36
-57.99,57.03,-56.28,29.54,-53.80,29.59
-55.44,57.19,-53.82,30.36,-51.36,30.51
-50.53,57.96,-51.04,31.08,-48.60,31.35
-47.61,56.69,-47.43,31.92,-45.00,32.28
-42.57,56.84,-44.50,32.59,-42.09,33.05
-39.98,58.35,-40.24,33.14,-37.84,33.69
-34.14,57.68,-36.56,33.70,-34.17,34.34
-25.37,56.26,-33.57,34.17,-31.16,34.90
-23.88,55.68,-30.99,34.36,-28.56,35.18
-16.52,57.23,-28.06,34.58,-25.60,35.48
-13.53,54.11,-25.53,34.79,-23.04,35.76
-11.48,55.48,-22.75,34.89,-20.24,35.95
-6.04,54.99,-19.34,34.81,-16.78,35.94
-1.79,55.17,-15.89,34.70,-13.30,35.91
2.00,55.67,-12.33,34.68,-9.69,35.97
7.11,54.74,-10.35,34.16,-7.66,35.53
14.55,56.69,-7.96,33.69,-5.20,35.14
18.58,55.70,-5.78,33.20,-2.93,34.73
16.59,54.10,-3.48,32.73,-0.58,34.34
23.21,54.45,-0.83,32.10,2.16,33.80
27.49,53.95,1.43,31.51,4.50,33.29
30.52,54.15,4.14,30.50,7.30,32.36
31.85,53.58,6.51,29.28,9.75,31.24
35.21,51.83,9.01,28.00,12.33,30.04
35.66,50.13,11.41,26.58,14.81,28.71
42.55,52.08,13.22,25.09,16.72,27.32
38.42,48.37,14.62,23.57,18.20,25.89
44.06,50.04,15.53,21.88,19.20,24.30
43.79,48.11,16.98,20.20,20.74,22.73
43.70,43.88,18.06,18.51,21.89,21.13
46.18,44.64,19.35,16.70,23.27,19.42
46.44,40.70,20.64,15.02,24.64,17.83
47.97,38.60,20.91,13.49,24.99,16.39
46.39,36.95,21.02,12.02,25.19,15.00
48.65,37.65,21.52,10.41,25.77,13.50
44.63,30.46,22.09,8.89,26.41,12.05
48.30,31.27,21.82,7.44,26.22,10.68
43.29,21.64,23.75,5.63,28.20,8.92
49.54,27.09,24.01,3.97,28.55,7.34
45.58,22.69,23.57,2.40,28.17,5.84
49.94,23.41,23.08,1.04,27.77,4.55
46.35,18.41,23.22,-0.38,27.97,3.19
46.34,15.13,23.48,-1.71,28.30,1.92
48.64,14.85,22.74,-2.88,27.64,0.80
46.63,13.87,22.09,-4.31,27.05,-0.57
43.59,10.55,21.86,-5.75,26.88,-1.96
45.93,9.32,21.15,-7.07,26.25,-3.23
43.87,7.67,19.87,-8.38,25.04,-4.49
39.67,6.24,18.99,-9.52,24.22,-5.58
40.54,3.31,18.98,-10.44,24.26,-6.47
42.13,2.51,18.84,-11.45,24.19,-7.44
41.64,2.36,18.01,-12.54,23.42,-8.48
39.26,0.71,17.53,-13.37,23.01,-9.27
38.79,-0.75,17.45,-14.09,22.98,-9.95
39.13,-2.28,16.80,-14.65,22.40,-10.49
37.07,-2.44,16.72,-14.79,22.37,-10.59
38.81,-2.10,16.63,-14.58,22.33,-10.35
40.09,-1.44,16.87,-14.10,22.64,-9.83
39.80,-0.66,18.90,-13.58,24.72,-9.28
44.08,-1.04,21.01,-12.96,26.89,-8.63
43.23,0.54,25.14,-12.41,31.07,-8.05
50.92,1.77,28.79,-11.66,34.78,-7.26
58.16,4.35,31.62,-11.17,37.68,-6.72
56.23,0.75,34.31,-10.75,40.43,-6.28
60.78,6.01,36.06,-10.68,42.25,-6.16
57.84,1.98,38.18,-10.94,44.42,-6.39
61.49,-2.18,40.93,-10.60,47.22,-6.03
66.69,2.06,44.69,-10.16,51.04,-5.56
72.12,5.58,47.36,-9.48,53.77,-4.84
74.33,7.18,50.09,-8.82,56.57,-4.13
78.28,7.44,52.21,-8.44,58.76,-3.71
78.98,16.53,52.72,-8.19,59.34,-3.38
77.38,10.47,53.66,-8.12,60.34,-3.25
80.37,9.39,53.68,-7.99,60.44,-3.07
80.19,11.04,53.79,-7.78,60.62,-2.81
79.34,8.78,54.62,-7.66,61.51,-2.64
81.35,9.56,54.34,-7.44,61.31,-2.37
78.43,11.61,54.84,-7.32,61.87,-2.20
84.26,12.54,54.48,-7.11,61.60,-1.93
81.84,7.98,53.17,-7.07,60.37,-1.85
80.68,9.93,51.49,-7.19,58.77,-1.92
77.66,5.49,50.54,-7.41,57.89,-2.11
76.25,-1.56,48.92,-7.60,56.35,-2.30
74.27,6.36,45.28,-7.77,52.79,-2.43
65.24,-3.43,40.89,-7.88,48.45,-2.55
61.04,-5.84,35.03,-7.64,42.66,-2.32
56.03,-4.14,29.92,-7.74,37.62,-2.43
51.24,-3.72,25.98,-8.15,33.75,-2.85
49.87,-7.48,23.36,-8.55,31.20,-3.26
38.53,-7.17,19.55,-8.95,27.42,-3.68
44.14,-4.83,16.60,-9.58,24.55,-4.30
39.57,-8.64,14.24,-10.28,22.25,-5.02
35.95,-10.91,11.41,-10.85,19.48,-5.62
32.51,-7.54,8.03,-11.20,16.15,-5.97
30.37,-10.32,5.65,-12.36,13.84,-7.14
29.81,-12.79,2.13,-13.41,10.39,-8.21
24.16,-12.39,-2.03,-14.75,6.29,-9.57
18.38,-12.83,-6.04,-16.47,2.34,-11.29
8.64,-21.77,-10.76,-18.40,-2.34,-13.26
9.57,-17.30,-15.66,-20.44,-7.18,-15.30
7.46,-18.95,-17.76,-22.04,-9.22,-16.91
0.40,-23.35,-18.70,-23.73,-10.12,-18.62
4.40,-25.35,-19.71,-24.75,-11.07,-19.66
7.14,-23.03,-20.52,-25.94,-11.82,-20.86
-5.86,-25.11,-21.37,-27.30,-12.64,-22.23
-0.97,-26.67,-22.08,-28.49,-13.31,-23.44
-4.60,-27.05,-21.71,-30.21,-12.91,-25.16
-5.81,-33.48,-22.21,-31.66,-13.39,-26.64
-2.11,-36.14,-23.82,-33.77,-14.96,-28.78
-3.20,-33.76,-25.70,-36.05,-16.79,-31.07
-1.13,-38.42,-26.54,-38.06,-17.57,-33.11
-17.78,-40.57,-27.11,-39.37,-18.14,-34.43
-6.25,-40.84,-26.73,-41.42,-17.73,-36.51
-10.21,-43.31,-27.57,-42.99,-18.53,-38.10
-13.00,-43.43,-27.61,-44.83,-18.56,-39.95
-12.66,-47.03,-27.29,-46.61,-18.22,-41.75
-16.24,-53.13,-27.88,-47.94,-18.81,-43.13
4.44,-51.60,-28.65,-50.04,-19.49,-45.25
-16.34,-53.17,-30.82,-51.75,-21.64,-46.99
-30.60,-52.29,-30.45,-54.23,-21.32,-49.48
-7.51,-57.23,-30.66,-56.60,-21.48,-51.87
-14.61,-57.84,-31.45,-58.82,-22.24,-54.10
-26.73,-62.45,-31.29,-61.13,-22.11,-56.44
-16.55,-65.74,-32.07,-63.12,-22.87,-58.45
-30.74,-66.64,-32.49,-64.70,-23.33,-60.07
-33.37,-69.17,-32.23,-66.00,-23.12,-61.39
-25.73,-68.57,-32.67,-66.93,-23.56,-62.35
-31.94,-71.41,-32.45,-68.08,-23.39,-63.53
-28.34,-70.95,-32.64,-69.22,-23.60,-64.69
-36.83,-72.25,-32.71,-70.75,-23.73,-66.25
-30.87,-74.37,-32.77,-72.14,-23.83,-67.67
-48.17,-78.13,-33.04,-73.55,-24.20,-69.12
-38.62,-76.24,-32.71,-74.89,-23.93,-70.48
-46.42,-78.06,-32.21,-76.25,-23.53,-71.86
-36.89,-78.04,-32.50,-77.67,-23.88,-73.30
-50.78,-80.68,-33.13,-78.78,-24.63,-74.44
-58.89,-82.88,-32.94,-79.71,-24.58,-75.39
-55.16,-82.05,-33.41,-80.15,-25.17,-75.87
-49.75,-82.70,-33.16,-80.26,-25.03,-76.00
-60.03,-83.91,-33.03,-80.22,-25.05,-75.99
-57.38,-83.61,-33.03,-80.04,-25.18,-75.84
-59.68,-81.47,-33.45,-79.62,-25.74,-75.44
-46.48,-78.90,-32.28,-78.86,-24.67,-74.71
-50.09,-81.55,-31.66,-77.52,-24.16,-73.40
-55.01,-79.05,-30.89,-75.73,-23.52,-71.64
-40.35,-78.27,-30.54,-74.41,-23.25,-70.34
-48.92,-72.94,-30.01,-72.75,-22.83,-68.71
-38.60,-72.09,-29.20,-70.58,-22.09,-66.56
-22.67,-62.17,-29.09,-67.95,-21.98,-63.92
-132.07,-116.32,-25.88,-64.82,-19.24,-61.02
-33.53,-68.04,-26.30,-63.15,-19.72,-59.38
-32.87,-64.26,-25.83,-61.24,-19.31,-57.50
-33.62,-61.15,-25.31,-59.21,-18.85,-55.49
-24.90,-58.36,-24.34,-57.18,-17.92,-53.48
-23.58,-55.36,-23.96,-54.75,-17.57,-51.07
-23.07,-53.91,-22.72,-52.22,-16.36,-48.56
-16.08,-49.09,-22.07,-49.31,-15.72,-45.67
-14.25,-44.93,-20.86,-45.96,-14.51,-42.32
-10.01,-42.77,-19.95,-42.62,-13.60,-39.00
-11.33,-38.77,-18.90,-39.18,-12.56,-35.57
-8.28,-36.91,-17.55,-35.81,-11.19,-32.22
-7.78,-32.11,-16.59,-32.35,-10.23,-28.77
-4.98,-27.15,-15.71,-28.91,-9.34,-25.34
-3.79,-25.38,-14.38,-25.53,-8.00,-21.97
-1.67,-21.34,-13.17,-21.96,-6.78,-18.42
-4.24,-17.79,-12.71,-18.55,-6.32,-15.02
-0.52,-13.56,-12.44,-15.36,-6.03,-11.83
-0.46,-10.62,-11.47,-12.37,-5.05,-8.85
1.07,-6.76,-10.65,-9.30,-4.22,-5.79
-0.35,-5.27,-9.83,-6.37,-3.38,-2.87
3.15,-0.90,-9.23,-3.72,-2.76,-0.22
4.47,0.79,-8.03,-1.60,-1.55,1.90
4.48,3.82,-6.96,0.23,-0.47,3.73
6.27,7.13,-6.52,2.17,-0.01,5.67
8.95,7.37,-5.70,3.92,0.84,7.42
6.16,8.43,-5.16,5.64,1.39,9.14
5.11,12.01,-4.99,7.49,1.57,10.99
9.48,13.49,-4.23,9.36,2.35,12.86
4.20,15.03,-3.23,11.39,3.35,14.90
9.25,17.45,-2.27,13.61,4.33,17.11
12.55,20.95,-2.20,15.88,4.42,19.40
5.37,25.47,-2.70,18.41,3.92,21.93
11.11,23.19,-1.76,20.40,4.88,23.92
10.37,27.73,-1.33,22.36,5.32,25.89
7.65,29.89,-1.05,24.15,5.61,27.69
11.28,32.11,-0.72,26.08,5.95,29.63
13.77,32.97,-0.43,27.97,6.26,31.53
11.89,36.03,-0.56,29.58,6.15,33.15
8.15,39.23,-0.90,31.15,5.81,34.73
11.38,40.15,-1.09,32.56,5.64,36.16
9.68,40.56,-1.56,34.02,5.19,37.63
7.64,44.42,-2.16,35.52,4.58,39.15
10.56,43.94,-1.99,36.74,4.77,40.38
8.73,46.55,-2.04,38.26,4.73,41.92
6.94,48.74,-2.79,40.04,3.99,43.72
3.27,49.26,-2.74,41.72,4.04,45.42
9.19,52.32,-2.22,43.43,4.56,47.15
13.17,53.98,-1.72,45.19,5.09,48.94
7.88,55.82,-0.88,46.84,5.93,50.60
4.52,57.79,0.03,48.35,6.83,52.13
13.98,58.10,0.80,49.75,7.62,53.55
16.63,62.40,1.11,51.02,7.96,54.86
21.66,63.54,1.28,52.22,8.17,56.08
15.81,65.16,1.09,53.41,8.01,57.30
12.02,66.50,1.36,54.42,8.28,58.35
7.23,66.82,1.54,55.31,8.45,59.27
8.87,66.71,1.81,55.98,8.72,59.96
15.57,64.69,1.63,56.69,8.56,60.69
13.12,68.09,1.25,57.53,8.19,61.56
15.28,68.85,1.30,58.34,8.27,62.39
16.69,69.47,0.76,59.10,7.75,63.17
6.42,71.63,0.39,59.69,7.37,63.80
10.50,71.39,-0.26,60.52,6.74,64.65
3.10,73.41,-0.98,61.52,6.00,65.69
2.40,72.81,-0.67,62.61,6.29,66.80
9.15,74.86,-0.54,63.82,6.42,68.03
4.72,76.99,-0.38,65.16,6.57,69.41
-1.75,79.50,0.77,66.42,7.67,70.70
2.06,80.11,1.51,67.58,8.38,71.89
3.29,80.56,2.21,68.57,9.05,72.91
3.42,81.66,2.92,69.43,9.73,73.80
10.61,81.75,3.64,70.27,10.44,74.68
28.44,84.82,3.50,71.09,10.37,75.53
15.80,86.23,3.76,71.77,10.64,76.25
11.87,87.19,4.27,72.28,11.15,76.80
18.20,86.21,3.82,72.91,10.73,77.46
10.11,87.87,3.73,73.37,10.62,77.96
1.34,87.52,3.65,73.78,10.50,78.42
11.65,88.06,2.74,74.26,9.59,78.93
2.62,86.84,2.29,74.68,9.11,79.38
-24.90,88.89,2.48,74.90,9.16,79.64
-3.90,89.67,2.28,75.54,8.91,80.32
-9.55,89.56,1.92,76.20,8.47,81.00
-12.56,90.24,2.14,76.81,8.59,81.65
-46.47,91.35,1.47,77.44,7.69,82.32
-14.61,91.87,0.71,78.12,6.84,83.03
-32.33,92.81,1.05,78.75,7.02,83.70
-81.76,93.74,1.61,79.31,7.22,84.30
-104.93,94.38,1.27,79.80,6.42,84.83
-140.31,95.85,1.35,80.06,5.91,85.13
-172.39,95.44,1.60,80.16,5.44,85.27
-185.38,95.38,1.59,80.12,4.66,85.27
-157.49,95.53,1.10,79.77,3.52,84.97
-173.16,95.49,0.22,79.00,1.93,84.24
65.24,93.94,-0.71,77.56,1.25,82.84
34.32,90.86,-2.84,75.83,-0.75,81.15
-29.89,89.51,-4.33,73.47,-2.36,78.83
-43.34,87.67,-5.36,70.79,-3.55,76.20
-23.39,83.41,-7.81,68.30,-6.08,73.75
-31.28,80.68,-10.15,65.83,-8.51,71.31
-41.50,80.06,-11.85,63.32,-10.35,68.85
-36.61,76.10,-15.23,61.08,-13.82,66.65
-38.41,74.44,-18.56,59.27,-17.25,64.88
-44.86,71.75,-21.44,57.75,-20.23,63.39
-50.87,73.03,-23.62,56.43,-22.52,62.12
-51.49,70.07,-26.49,55.32,-25.51,61.04
-55.79,71.91,-29.19,54.27,-28.32,60.04
-61.09,71.79,-32.85,53.08,-32.11,58.90
-67.02,74.42,-35.23,51.72,-34.62,57.61
-67.02,70.89,-37.23,50.46,-36.75,56.41
-66.22,70.19,-40.18,49.20,-39.81,55.20
-71.23,72.91,-42.90,48.36,-42.66,54.44
-73.84,73.90,-44.60,47.80,-44.48,53.96
-72.82,71.02,-47.70,47.36,-47.68,53.59
-78.03,73.68,-50.28,46.81,-50.38,53.12
-81.97,78.95,-51.62,46.31,-51.85,52.73
-82.21,77.59,-53.27,45.81,-53.62,52.32
-81.80,75.70,-55.67,45.16,-56.13,51.77
-86.70,79.56,-57.45,44.19,-58.04,50.92
-90.41,87.68,-59.37,43.56,-60.08,50.44
-87.73,81.67,-60.96,42.98,-61.78,49.98
-91.32,88.05,-62.09,42.29,-63.04,49.44
-92.23,90.13,-63.29,41.97,-64.35,49.29
-91.87,88.24,-64.50,41.64,-65.67,49.12
-93.83,93.13,-64.96,41.08,-66.25,48.73
-93.70,92.65,-64.18,40.26,-65.59,48.10
-89.61,80.77,-63.84,39.29,-65.35,47.26
-90.92,81.40,-63.79,38.45,-65.41,46.56
-91.53,84.79,-63.39,37.79,-65.12,46.06
-90.73,77.26,-63.33,36.95,-65.17,45.35
-89.87,73.89,-63.67,36.05,-65.61,44.56
-90.16,75.16,-63.95,35.48,-66.00,44.12
-89.89,59.49,-64.14,34.98,-66.29,43.68
-87.84,53.26,-63.95,34.27,-66.19,43.01
-90.88,61.00,-63.79,33.62,-66.14,42.43
-90.06,43.06,-63.03,32.85,-65.48,41.67
-85.90,18.54,-62.50,32.00,-65.04,40.73
-88.40,15.50,-60.82,30.94,-63.47,39.57
-85.61,-11.59,-58.77,30.12,-61.52,38.56
-82.30,-8.80,-57.32,29.06,-60.17,37.31
-81.96,-4.84,-53.29,27.65,-56.24,35.74
-76.32,-11.00,-49.26,26.40,-52.32,34.30
-67.93,-6.03,-46.41,25.33,-49.55,33.07
-69.69,-16.46,-43.64,24.08,-46.88,31.63
-65.16,-10.45,-40.94,22.75,-44.26,30.13
-63.41,-11.82,-38.44,21.77,-41.86,29.00
-60.26,-11.05,-35.45,20.94,-38.96,28.01
-56.99,-11.08,-33.55,20.48,-37.15,27.39
-56.66,-12.11,-30.87,19.86,-34.57,26.62
-50.95,-11.87,-28.54,19.63,-32.32,26.23
-51.12,-11.65,-26.29,19.42,-30.16,25.87
-47.75,-10.66,-23.49,19.42,-27.44,25.73
-46.46,-12.99,-19.85,19.34,-23.90,25.49
-38.28,-9.43,-15.66,19.40,-19.79,25.41
-37.62,-8.59,-12.23,19.97,-16.45,25.85
-31.37,-6.30,-8.43,20.35,-12.73,26.09
-29.03,-7.40,-4.49,20.53,-8.88,26.14
-21.87,-5.80,-0.29,20.55,-4.75,26.03
-17.62,-5.18,2.77,20.67,-1.77,26.03
-16.66,-5.27,6.17,20.64,1.56,25.87
-11.59,-6.61,9.14,21.02,4.45,26.12
-10.38,-5.08,12.23,21.34,7.47,26.31
-5.68,-3.73,15.36,21.22,10.53,26.07
-1.80,-4.41,18.11,20.87,13.21,25.60
0.36,-5.41,21.19,20.50,16.22,25.10
4.70,-6.75,25.02,20.31,19.98,24.79
7.21,-7.08,27.92,20.57,22.82,24.92
9.59,-6.44,30.72,20.84,25.54,25.06
14.27,-6.39,33.48,21.14,28.24,25.24
16.86,-5.63,36.53,21.28,31.23,25.25
17.94,-5.81,40.29,21.64,34.91,25.49
25.10,-4.28,43.39,22.33,37.95,26.05
28.88,-4.06,46.13,23.16,40.64,26.76
30.19,-3.40,48.36,23.96,42.82,27.43
32.92,-2.82,50.83,24.46,45.22,27.82
34.91,-3.22,53.84,24.78,48.18,28.01
40.10,-1.82,56.66,25.21,50.95,28.32
43.06,-1.77,59.06,25.70,53.30,28.69
42.79,-3.35,61.82,26.13,56.01,28.98
48.13,-0.94,64.23,26.62,58.37,29.35
50.58,-0.45,66.31,27.12,60.40,29.73
52.66,-0.87,68.63,27.46,62.67,29.95
55.17,-0.41,70.53,27.88,64.53,30.25
57.46,0.93,72.74,28.00,66.70,30.25
58.60,1.80,74.55,28.19,68.46,30.32
61.24,-0.43,76.55,28.54,70.41,30.54
62.56,0.56,78.22,28.71,72.04,30.60
64.15,-0.66,79.53,28.91,73.31,30.67
65.18,-1.20,81.86,29.10,75.59,30.74
70.02,0.00,84.35,29.26,78.04,30.77
72.20,0.58,86.13,29.46,79.79,30.85
72.76,1.27,87.60,29.65,81.22,30.92
76.22,-1.62,89.45,29.63,83.03,30.77
78.75,2.22,90.57,29.65,84.12,30.67
78.67,-1.97,91.35,29.65,84.87,30.54
77.40,-2.78,92.71,29.62,86.19,30.38
81.16,-0.89,93.85,29.61,87.30,30.24
81.42,3.05,94.35,29.68,87.77,30.21
84.67,6.61,94.81,29.61,88.21,30.04
83.00,4.86,95.46,29.29,88.83,29.62
84.10,11.48,93.81,29.24,87.16,29.50
80.48,8.85,89.96,29.24,83.29,29.42
75.95,5.09,86.82,29.05,80.13,29.13
73.25,7.12,83.65,28.79,76.94,28.78
68.28,4.63,79.75,28.47,73.01,28.37
62.08,2.08,77.98,27.98,71.20,27.78
64.17,4.13,74.85,28.06,68.05,27.75
60.93,7.14,68.54,28.63,61.72,28.25
49.76,7.62,65.00,28.46,58.15,27.99
50.13,6.74,62.33,27.96,55.45,27.41
46.83,4.12,58.02,27.72,51.11,27.08
40.33,5.72,54.41,27.39,47.47,26.66
37.37,3.80,50.71,26.99,43.74,26.17
32.25,2.83,47.03,26.62,40.03,25.71
27.85,2.92,43.97,26.04,36.92,25.04
25.07,0.21,40.58,25.54,33.49,24.45
24.53,2.46,35.71,25.28,28.60,24.10
15.96,1.78,31.50,25.00,24.34,23.73
10.86,1.06,29.40,24.80,22.20,23.44
12.82,1.58,28.55,24.84,21.31,23.39
8.13,5.96,27.07,24.94,19.77,23.42
8.03,0.57,24.46,24.69,17.12,23.08
2.44,-1.72,23.40,24.80,16.00,23.09
5.76,2.11,21.43,25.26,13.99,23.46
4.04,4.83,19.47,25.76,11.99,23.89
-0.66,1.42,15.39,26.53,7.87,24.56
-9.95,1.12,9.28,27.23,1.71,25.17
-14.52,2.03,6.75,26.63,-0.88,24.48
-16.13,-0.18,4.55,26.15,-3.14,23.89
-18.24,1.28,2.42,25.37,-5.33,23.04
-20.91,-1.22,0.86,24.16,-6.95,21.73
-20.15,-1.33,-1.00,22.53,-8.86,20.02
-22.35,-4.48,-2.02,20.48,-9.94,17.87
-26.12,-5.28,-3.34,18.41,-11.32,15.71
-23.80,-8.36,-4.13,16.06,-12.17,13.28
-26.68,-7.64,-4.37,13.90,-12.48,11.05
-30.02,-14.36,-3.29,11.49,-11.47,8.55
-27.11,-15.30,-3.55,9.47,-11.80,6.44
-20.31,-12.59,-5.00,7.68,-13.28,4.58
-29.46,-18.57,-4.24,5.78,-12.60,2.59
-23.36,-21.03,-3.97,4.10,-12.38,0.82
-25.29,-21.94,-3.82,2.57,-12.29,-0.79
-26.38,-24.93,-3.16,0.96,-11.69,-2.49
-24.82,-24.35,-1.83,-0.33,-10.43,-3.86
-23.23,-25.60,-0.15,-1.34,-8.81,-4.95
-21.70,-28.91,1.46,-2.29,-7.27,-6.00
-19.36,-29.90,2.94,-2.83,-5.84,-6.63
-14.87,-27.65,4.33,-2.77,-4.51,-6.66
-15.65,-27.93,5.96,-2.20,-2.93,-6.17
-11.97,-25.32,8.04,-1.52,-0.90,-5.57
-10.06,-24.92,10.76,-0.60,1.76,-4.73
-6.60,-25.01,13.94,0.67,4.89,-3.55
-4.53,-22.85,16.83,2.10,7.73,-2.21
0.23,-19.51,20.20,3.64,11.04,-0.74
4.86,-19.71,23.93,5.55,14.73,1.08
9.64,-17.93,26.43,7.60,17.20,3.06
11.36,-13.16,28.57,9.72,19.29,5.10
11.94,-13.87,30.49,11.86,21.18,7.16
15.53,-13.52,32.23,14.37,22.88,9.57
15.48,-9.81,33.72,16.95,24.33,12.07
19.31,-9.46,34.79,19.51,25.36,14.53
20.02,-3.13,36.04,22.10,26.58,17.04
20.47,-2.19,36.61,24.77,27.12,19.62
20.04,3.11,37.30,27.57,27.77,22.34
22.31,3.98,37.60,30.25,28.05,24.93
22.06,7.78,37.36,32.93,27.77,27.54
21.55,10.78,37.00,35.73,27.38,30.25
23.33,14.68,37.18,38.18,27.54,32.63
22.65,16.48,36.51,40.78,26.85,35.16
22.15,16.60,35.80,43.24,26.11,37.54
21.22,19.82,35.21,45.57,25.50,39.78
24.10,27.24,34.65,48.15,24.94,42.31
20.98,24.04,33.88,50.66,24.14,44.73
21.32,29.53,32.54,53.19,22.79,47.19
21.79,31.93,32.23,55.38,22.47,49.31
25.00,36.30,31.70,57.56,21.95,51.43
23.17,36.85,30.83,59.69,21.08,53.50
18.44,36.28,29.53,61.68,19.76,55.41
18.27,40.77,28.99,63.69,19.22,57.35
19.07,42.05,28.08,66.05,18.31,59.64
